요양기관명,종별코드명,시도코드명,시군구코드,시군구코드명,주소,좌표(X),좌표(Y)
세종맑은이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-7, 메디케어빌딩 301호 (종촌동)",127.2496518,36.5045141
세종미소치과의원,치과의원,세종시,410000,세종시,"세종특별자치시  한누리대로 2135, 302,303,301호 (보람동, 스타힐타워1) (보람동)",127.2891042,36.4783531
세종미즈산부인과의원,의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-5, 504호 (종촌동, 종촌중앙프라자)",127.2495396,36.504761
세종미체원365의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1834, 401,402,403호 (반곡동)",127.3111013,36.4979878
세종바른유외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 169, 세종행복타워 503~505호 (나성동)",127.2618223,36.4802343
세종반석정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 157, 601-609호 (나성동, 금강프라자)",127.2625014,36.4793087
세종베스트치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 보듬3로 92, 407.408호 (아름동, 해피라움2상가)",127.2494741,36.5119072
세종보람치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 남세종로 466, 403호 (보람동, 아평빌딩)",127.288437,36.4767037
세종뷰티의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 492, 청암빌딩 405,406호 (어진동)",127.2622919,36.5073947
세종상신한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 193, 303호 (나성동, 참미르메디칼)",127.2605134,36.4820673
세종서울정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 143, 대영프라자 603호 (아름동)",127.2436211,36.5116275
세종서울정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 492, 청암빌딩 403,404,407호 (어진동)",127.2622919,36.5073947
세종서울치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-7, 501호 (종촌동, 메디케어빌딩)",127.2496518,36.5045141
세종성모내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 492, 청암빌딩 401,402호 (어진동)",127.2622919,36.5073947
세종성모소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2129, 스타힐타워Ⅱ 401~405,409,412~415호 (보람동)",127.2897534,36.4785762
세종센텀한의원,한의원,세종시,410000,세종시,"세종특별자치시 해밀3로 43, 스카이드림 3층 301,302호 (해밀동)",127.2644917,36.5285836
세종소담한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2018, 407~408호 (소담동, 사이언스타운)",127.2993632,36.4847414
세종소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 157, 405호 (나성동, 금강프라자)",127.2625014,36.4793087
세종속편한내과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 95, 해피라움3 3층 301,302,304-2,305호 (아름동)",127.2489104,36.5113767
세종수이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 해밀3로 43, 스카이드림 501,502호 (해밀동)",127.2644917,36.5285836
세종숲정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 도움1로 106, 메가시티 3층 301호 (종촌동)",127.2481238,36.502816
세종쉼정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 583, 503호 (도담동, 도담센트럴프라자)",127.2584602,36.5152951
세종스노우의원,의원,세종시,410000,세종시,"세종특별자치시 나성북로 30, 퍼스트원 550~562호 (나성동)",127.2602452,36.4890738
세종스카이내과의원,의원,세종시,410000,세종시,"세종특별자치시 해밀3로 43, 스카이드림 6층 602,603,604호 (해밀동)",127.2644917,36.5285836
세종스타치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 나성로 125-16, 7~8층 (나성동, 스타타워)",127.2577621,36.4900983
세종시365으랏차한의원,한의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 중앙타운 413호, 414호 (어진동)",127.2624604,36.5082343
세종시원마취통증의학과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 100, 해피라움1 201~203호 (아름동)",127.2486205,36.5119496
세종시청점오라클피부과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2143, 금강시티타워 204~206호 (보람동)",127.2884324,36.4780565
세종아이소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 달빛로 59, 303.304호 (종촌동, 호만빌딩)",127.2497581,36.5042368
세종양지한의원,한의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 39, 다정센터프라자2 401,402호 (다정동)",127.2486688,36.494013
세종연세소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 47, 402~403호 (새롬동, 세움빌딩)",127.250789,36.4850028
세종연세에스의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 265, 명동프라자 403~405호 (나성동)",127.2567369,36.4878216
세종연합비뇨기과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 273, 새롬씨티 403,404,407,408호 (나성동)",127.2564824,36.4884841
세종영상의학과의원,의원,세종시,410000,세종시,"세종특별자치시 금남면 용포로 116, 3층",127.2812135,36.4688588
세종온정성한의원,한의원,세종시,410000,세종시,"세종특별자치시 나성북1로 12, 메가타워2 301호 (나성동)",127.2576212,36.4909977
세종우리성모안과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 273, 601~604호 (나성동)",127.2564824,36.4884841
세종우리의원,의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 52, 페스티발2 510,511,512,513호 (다정동)",127.2492573,36.4951815
세종위드정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 265, 명동프라자 7층 701,702,703호 (나성동)",127.2567369,36.4878216
세종이안과의원,의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 62-15, 해피라움W 403,404호 (새롬동)",127.251249,36.486926
세종이지항외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 331, 3층 320~323호 (나성동, SR파크센텀)",127.2558359,36.4939328
세종장사랑내과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 158, 아름메디컬센터 4층 401~405호 (아름동)",127.2422098,36.5122956
세종제이피부과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 92, 해피라움2 403,404,405호 (아름동)",127.2494741,36.5119072
세종제일산부인과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2265, 세종메디컬센터 5층, 6층층 (대평동)",127.2771921,36.4720981
세종조은내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1828, 시드니블루 401호,402호 (반곡동)",127.3117411,36.4980544
세종청사 부속한의원,한의원,세종시,410000,세종시,"세종특별자치시 다솜2로 94, 5동 301호 (어진동, 정부세종청사)",127.2652833,36.5042886
세종청사 제2부속한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 402, 13동 434호 (어진동, 정부세종청사)",127.2606212,36.499574
세종충남대학교병원,종합병원,세종시,410000,세종시,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",127.2579427,36.5195133
세종치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 전의면 만세길 5, 2층",127.2039004,36.6790581
세종코아이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 마음로 272-4, 고운메디프라자 201호 (고운동)",127.2353447,36.5195857
세종탑재활의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2018, 사이언스타운 501호, 506~508호호 (소담동)",127.2993632,36.4847414
세종탑치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 59, 303호 (새롬동, 새롬빌딩)",127.2503167,36.4860741
세종톡스앤필의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 253, 에스빌딩 501호 (나성동)",127.2572291,36.4868089
세종특별자치시보건소,보건소,세종시,410000,세종시,"세종특별자치시 조치원읍 대첩로 32, 세종특별자치시보건소",127.2926495,36.5959485
세종튼튼치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1824, 401,402호 (반곡동)",127.312127,36.4980948
세종튼튼한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2257, 판타지타워 205호 (대평동)",127.2780049,36.4726172
세종퍼스트피부과의원,의원,세종시,410000,세종시,"세종특별자치시 달빛로 59, 호만빌딩 601~603호 (종촌동)",127.2497581,36.5042368
세종프라우메디산부인과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 165, (나성동, 세종메디피아6,7층)",127.2620398,36.4799392
세종프라임치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 499, 402호 (어진동, 세종미디어프라자)",127.2611239,36.5080759
세종플란트 치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 157, (나성동, 금강프라자,304호)",127.2625014,36.4793087
세종하이치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1828, 시드니블루 403호,404호호 (반곡동)",127.3117411,36.4980544
세종하이한방병원,한방병원,세종시,410000,세종시,"세종특별자치시 갈매로 58, 황산프라자 3층 6층 (대평동)",127.2754587,36.4710506
세종한의원,한의원,세종시,410000,세종시,"세종특별자치시 금남면 용포로 64, 1.2층",127.281083,36.4642731
세종함소아한의원,한의원,세종시,410000,세종시,"세종특별자치시 보듬3로 143, 405,406호 (아름동, 대영프라자)",127.2436211,36.5116275
세종항도외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 253, 503호 (나성동, 에스빌딩)",127.2572291,36.4868089
세종해밀한의원,한의원,세종시,410000,세종시,"세종특별자치시 해밀3로 51, 스카이허브 402호 (해밀동)",127.2650247,36.5290997
센텀비뇨기과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2149, 엔젤타워 404호~407호 (보람동)",127.2878469,36.47781
소담내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2016, 302~309호 (소담동, 타임빌딩)",127.299641,36.4850402
소담에스정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2022, 아이콤스타타워 301,302,303,308호 (소담동)",127.2991555,36.4844894
소담튼튼소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2016, 404호,405호 (소담동, 타임빌딩)",127.299641,36.4850402
소리숨이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 나성로 96, 더센트럴 421호 (나성동)",127.2610026,36.487879
소망안과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2018, 사이언스타운 307,308호 (소담동)",127.2993632,36.4847414
소신내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 589, 해피라움7 304,305-1,305-2,305-3,702-1,702-2호(도담동) (도담동)",127.258448,36.5159265
소정면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 소정면 소정구길 201, 소정면보건지소",127.1572445,36.7220122
손근형소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 나성북로 30, 퍼스트원 632,633,634,635호 (나성동)",127.2602452,36.4890738
송곡보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 전동면 금이로 184, (전동면)",127.2692937,36.6308811
송창헌내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 275, 형성프라자 405,406,407호 (나성동)",127.2563759,36.4888054
송태영치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 31-1, (조치원읍)",127.3002061,36.6017793
송학보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 장군면 황미창말길 5-4, (송학보건진료소)",127.1902294,36.5381235
수앤미의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 583, 도담센트럴프라자 4층 401,402호 (도담동)",127.2584602,36.5152951
수치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 508호 (어진동, 중앙타운)",127.2624604,36.5082343
숨편한한의원,한의원,세종시,410000,세종시,"세종특별자치시 도움1로 108, 402-2.420호 (종촌동, 몰리브)",127.247577,36.5026384
스마일치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 마음로 74, 그랜드프라자 202,203호 (고운동)",127.2340604,36.50531
스마트정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 504호 (어진동, 세종드림)",127.2624604,36.5082343
신 치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 장군면 장척로 407, 2층",127.2057423,36.4975364
신화비뇨기과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원1길 6, 6",127.297506,36.6014251
심치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 47, 405호 (새롬동, 세움빌딩)",127.250789,36.4850028
싱긋삼성이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 52, 페스티발2 507,508,509호 (다정동)",127.2492573,36.4951815
쌍류보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 연서면 도신고복로 427, (연서면)",127.2137328,36.5949338
씨엘비뇨기과의원,의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-5, 603.604호 (종촌동, 종촌중앙프라자)",127.2495396,36.504761
아낌없이주는나무한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1820, 왕관빌딩 503-1,503-2,504호 (반곡동)",127.3127124,36.4981376
아름누리소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2022, 아이콤스타타워 402,403호 (소담동)",127.2991555,36.4844894
아름드리나무어린이병원,병원,세종시,410000,세종시,"세종특별자치시 보듬3로 101, 5~7층 (아름동)",127.2484095,36.5114037
아름치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 보듬3로 92, 206.207호 (아름동, 해피라움2상가)",127.2494741,36.5119072
아름튼튼정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 92, 해피라움2 3층 301,302,315호 (아름동)",127.2494741,36.5119072
아름한의원,한의원,세종시,410000,세종시,"세종특별자치시 보듬3로 104-19, 303호 (아름동, 세석빌딩)",127.2498765,36.512261
아워스한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 253, 에스빌딩 202호 (나성동)",127.2572291,36.4868089
아이닉안과의원,의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 403,404호 (어진동, 세종드림)",127.2624604,36.5082343
아이맘편작한의원,한의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 중앙타운 5층 512호 (어진동)",127.2624604,36.5082343
앨리스치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 265, 명동프라자 5층 (나성동)",127.2567369,36.4878216
약손한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2236, 해들마을 6단지 상가동 2층 C214,C215호 (대평동)",127.2772202,36.4740927
양곡보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 전의면 양지편길 17, (양곡보건진료소)",127.1779495,36.6402257
양규준산부인과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 96, 96",127.2984646,36.6004203
어진서부한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 411, KT&G세종타워A 2층 3호 (어진동)",127.2588509,36.5011321
에스지연합의원,의원,세종시,410000,세종시,"세종특별자치시 갈매로 58, 황산프라자 5층 501~511호 (대평동)",127.2754587,36.4710506
에이스한의원,한의원,세종시,410000,세종시,"세종특별자치시 보듬3로 100, 405-2호 (아름동, 해피라움1)",127.2486205,36.5119496
엔연세감동치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 33, 새뜸프라자 303, 304호 (새롬동)",127.2518361,36.4840497
여담한의원,한의원,세종시,410000,세종시,"세종특별자치시 도움8로 91, 세종마치 402호 (어진동)",127.271753,36.5041484
여러분소통내과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 88-1, 3층",127.2986527,36.5997257
연기면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 연기면 당산로 154, 지1층",127.2791893,36.5469434
연동면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 연동면 장욱진로 7, 연동면 복합커뮤니티센터",127.3273245,36.5553556
연서면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 연서면 대첩로 238, (연서면)",127.2716217,36.592587
연세가정의학과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 대첩로 17, 17",127.2942001,36.5953368
연세감동치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2022, 404호,405호 (소담동, 아크레타 아이콤스타타워)",127.2991555,36.4844894
연세고마운치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 249, 406~407호 (나성동, 에스제이타워)",127.2574385,36.4864392
연세나무 정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 나성북로 30, 퍼스트원 533,534,535,547,548,549호 (나성동)",127.2602452,36.4890738
연세더아름의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 101, 2층 203,204,205호 (아름동)",127.2484095,36.5114037
연세럭스치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 보듬3로 100, 해피라움1 204,205호 (아름동)",127.2486205,36.5119496
연세미니성형외과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 273, 새롬씨티 502호, 503호 (나성동)",127.2564824,36.4884841
연세세브란스치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 57, 다정센타프라자 305호 (다정동)",127.2485084,36.4956266
연세신경외과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 75, 75",127.2984313,36.5985423
연세올바른치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 58, 다정메디프라자 302,303호 (다정동)",127.2492274,36.495625
연세정담정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 499, 세종포스트빌딩 201-3,301호 (어진동)",127.2611239,36.5080759
연세크리스마스치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 마음로 70, 302.303호 (고운동, 에셀프라자)",127.2343732,36.5050816
연세탑치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원8길 6, 2층",127.3005187,36.6011972
연세하트내과의원,의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 59, 새롬빌딩 5층 502,503호 (새롬동)",127.2503167,36.4860741
연세해밀치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 해밀3로 43, 스카이드림 504호 (해밀동)",127.2644917,36.5285836
열린이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 다정중앙로 45, 다정프라자 304호~305호 (다정동)",127.2486004,36.4944412
예림한의원,한의원,세종시,410000,세종시,"세종특별자치시 연서면 당산로 345, (연서면)",127.2824476,36.5625145
오라클피부과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 245, 404~405호 (나성동, 에스알파크원)",127.2576476,36.4860984
오케이마취통증의학과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내8길 7, 3~4층",127.2988715,36.5994701
오케이한방병원,한방병원,세종시,410000,세종시,"세종특별자치시 한누리대로 331, 2층,3층 (301~315)호 (나성동, SR파크센텀)",127.2558359,36.4939328
올마취통증의학과의원,의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-7, 403.404.405호 (종촌동, 메디케어)",127.2496518,36.5045141
와촌보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 연서면 용연로 635, (연서면)",127.2464415,36.5568063
우리들의원,의원,세종시,410000,세종시,"세종특별자치시 장군면 장척로 401, (장군면)",127.2051918,36.4971642
우리메디컬의원,의원,세종시,410000,세종시,"세종특별자치시 고운서길 19, 세종 스마트큐브Ⅰ 301~303,305~308호 (고운동)",127.2339799,36.5058406
우리연합의원,의원,세종시,410000,세종시,"세종특별자치시 남세종로 454, 404호 (보람동, 강남제일타워)",127.2897062,36.477252
우리이비인후과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 92, 409호 (아름동, 해피라움2상가)",127.2494741,36.5119072
우리치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-5, 402.403호 (종촌동, 종촌중앙프라자)",127.2495396,36.504761
운주산성요양병원,요양병원,세종시,410000,세종시,"세종특별자치시 전동면 모산고개길 96-25, (전동면)",127.2241934,36.6689404
원한의원,한의원,세종시,410000,세종시,"세종특별자치시 전의면 장터길 2-1, 2",127.2050368,36.6790538
웰가정의학과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 도원2로 39, 3층",127.2870288,36.592725
웰에스테의원,의원,세종시,410000,세종시,"세종특별자치시 도움1로 106, 메가시티 409호 (종촌동)",127.2481238,36.502816
웰키즈소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 보듬3로 95, 해피라움3 307,308,309-1,310-2,401~5,410,603~8,705~6호(아름동) (아름동)",127.2489104,36.5113767
위대한내과의원,의원,세종시,410000,세종시,"세종특별자치시 절재로 194, 505호,506호 (어진동, 중앙타운)",127.2624604,36.5082343
위하는내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1844, 행복드림타워 301~305호 (반곡동)",127.3099443,36.4978764
유경의원,의원,세종시,410000,세종시,"세종특별자치시 부강면 부강2길 14, (부강면)",127.3671585,36.5301731
유디치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 나성로 38, 세종가로수길 38, 세종가로수길 A301,A302a,A302,A303호 (나성동)",127.2637561,36.483485
유성연합의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 132, (조치원읍)",127.2979673,36.6036614
유소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 도움1로 108, 408.409호 (종촌동, 몰리브)",127.247577,36.5026384
유스앤영서울뷰의원,의원,세종시,410000,세종시,"세종특별자치시 나성로 96, 더센트럴 519호 (나성동)",127.2610026,36.487879
유심한의원,한의원,세종시,410000,세종시,"세종특별자치시 부강면 부강로 42, 105.106.107호",127.3661629,36.5297564
유앤성부부치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 1820, 왕관빌딩 407~408호 (반곡동)",127.3127124,36.4981376
유앤이내과의원,의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-5, 501.502.503.507호 (종촌동, 종촌중앙프라자)",127.2495396,36.504761
유웰비뇨의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 265, 명동프라자 501~504호 (나성동)",127.2567369,36.4878216
유한의원,한의원,세종시,410000,세종시,"세종특별자치시 조치원읍 군청로 88, 1층",127.2937939,36.5925756
윤빛소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 해밀3로 43, 스카이드림 303호 (해밀동)",127.2644917,36.5285836
윤치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 38, 38",127.3009819,36.6014745
율제한의원,한의원,세종시,410000,세종시,"세종특별자치시 도움3로 105-7, 302호 (종촌동, 메디케어빌딩)",127.2496518,36.5045141
응암보건진료소,보건진료소,세종시,410000,세종시,"세종특별자치시 연동면 송암로 246, (응암보건진료소)",127.3414098,36.5573182
의료법인 씨지예스의료재단 세종중앙요양병원,요양병원,세종시,410000,세종시,"세종특별자치시 조치원읍 섭골길 37, (조치원읍)",127.2883415,36.6133851
의료법인 영제 의료재단 엔케이세종병원,종합병원,세종시,410000,세종시,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",127.2622579,36.4796231
의료법인은혜의료재단 은혜병원,정신병원,세종시,410000,세종시,"세종특별자치시 연서면 효교로 135-16, 은혜병원",127.2373357,36.5726904
이내과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 31, 31",127.3001202,36.6016881
이도내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2143, 금강시티타워 403~404호 (보람동)",127.2884324,36.4780565
이도치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 275, 형성프라자 501,502,503호 (나성동)",127.2563759,36.4888054
이룸한의원,한의원,세종시,410000,세종시,"세종특별자치시 보듬4로 9, 4F-6호, 4F-7호호 (도담동, 도램마을11단지)",127.2600097,36.51388
이병진치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 7, 3층",127.2976156,36.6014527
이사랑치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2257, 판타지타워 203호 (대평동)",127.2780049,36.4726172
이삭소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 169, 세종행복타워 301,307,401호 (나성동)",127.2618223,36.4802343
이안과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 98, 98",127.2986031,36.6005673
이안정신건강의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 273, 307호,402호,606~607호,706~707호호 (나성동)",127.2564824,36.4884841
이유경내과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2265, 세종메디컬센터 3층 304~306호 (대평동)",127.2771921,36.4720981
이은경소아청소년과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 77, (조치원읍)",127.298413,36.598657
이은석한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2165, 호려울마을7단지 근린생활시설 A-424,425호 (보람동)",127.2865004,36.4773068
이제한의원,한의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 67, 오렌지빌딩 302, 303호 (새롬동)",127.2502282,36.4868892
이종선치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 31, 31",127.3001202,36.6016881
이편한치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 97, 4층 1호",127.2980437,36.600399
이편한홍치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 연서면 봉암길 8, (연서면)",127.2826018,36.5621061
임재욱한의원,한의원,세종시,410000,세종시,"세종특별자치시 조치원읍 충현로 47, (조치원읍)",127.2980202,36.5933334
자연치유한의원,한의원,세종시,410000,세종시,"세종특별자치시 금남면 청룡안길 114-112, 1.2동 2.3층",127.3249394,36.449653
자인한의원,한의원,세종시,410000,세종시,"세종특별자치시 새롬중앙로 63, 세종온누리타워 202호,203호 (새롬동)",127.2502526,36.486535
장군면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 장군면 장척로 398-3, (장군면)",127.2052641,36.4965883
장동석내과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 122, 메가박스 3층 306,307,308,309,310,311,312호",127.2981452,36.6028724
장현진정형외과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 조치원로 62, 62",127.3033981,36.6022791
장효길한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2143, 407호 (보람동, 금강시티타워)",127.2884324,36.4780565
전동면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 전동면 운주산로 386, (전동면)",127.2641571,36.655807
전의면보건지소,보건지소,세종시,410000,세종시,"세종특별자치시 전의면 만세길 20-12, (전의면)",127.2048276,36.6784876
전의부부치과의원,치과의원,세종시,410000,세종시,"세종특별자치시 전의면 운주산로 1191-5, 2층",127.2045998,36.679443
전의의원,의원,세종시,410000,세종시,"세종특별자치시 전의면 읍내길 13, 13",127.2042095,36.6805186
정담한의원,한의원,세종시,410000,세종시,"세종특별자치시 한누리대로 245, 에스알파크원 203호 (나성동)",127.2576476,36.4860984
정마취통증의학과의원,의원,세종시,410000,세종시,"세종특별자치시 한누리대로 2016, 타임빌딩 401호,402호 (소담동)",127.299641,36.4850402
정부세종청사 중앙동 부속의원,의원,세종시,410000,세종시,"세종특별자치시 도움6로 42, 정부세종청사 중앙동 2층 일부호 (어진동)",127.2653382,36.5025119
정부세종청사 중앙동 부속한의원,한의원,세종시,410000,세종시,"세종특별자치시 도움6로 42, 정부세종청사 중앙동 2층 의무실(일부)호 (어진동)",127.2653382,36.5025119
정비뇨기과의원,의원,세종시,410000,세종시,"세종특별자치시 조치원읍 새내로 97, 4층 402호",127.2980437,36.600399
