요양기관명,종별코드명,시도코드명,시군구코드,시군구코드명,주소,좌표(X),좌표(Y)
(의) 열린의료재단 정다운의원,의원,전남,360400,순천시,"전라남도 순천시 봉화3길 14, 4~5층 (조례동)",127.5199811,34.9632557
(재)대한불교관음종 참조은의원,의원,전남,360300,목포시,"전라남도 목포시 산정로 166, 더벨류넘버3 2~5층 (용당동)",126.3925066,34.8033743
(주)LG화학부속의원,의원,전남,360500,여수시,"전라남도 여수시 여수산단2로 55, LG화학(주) (화치동)",127.6524013,34.8039602
100년재생의원,의원,전남,360300,목포시,"전라남도 목포시 용당로 211, (용당동)",126.3979131,34.8058741
21세기치과교정과치과의원,치과의원,전남,360500,여수시,"전라남도 여수시 여서로 162, (여서동)",127.6997306,34.7478656
21세기하나내과의원,의원,전남,360300,목포시,"전라남도 목포시 백년대로 291, (상동)",126.419575,34.803998
365 에이스치과의원,치과의원,전남,360009,무안군,"전라남도 무안군 삼향읍 남악3로 56, 4층 401호",126.4606986,34.810509
365굿모닝한방병원,한방병원,전남,360700,광양시,"전라남도 광양시 광양읍 대림오성로 61-0, (광양읍)",127.5695321,34.9675564
365금손약손한의원,한의원,전남,360500,여수시,"전라남도 여수시 대치3길 5, 3층 (여서동)",127.6997883,34.7476794
365마디척한의원,한의원,전남,360200,나주시,"전라남도 나주시 우정로 106, B동 113호 (빛가람동)",126.7917871,35.0233879
365매일한방병원,한방병원,전남,360300,목포시,"전라남도 목포시 하당로 253-0,  (상동)",126.4237367,34.8102773
365서울탑플란트치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 팔마로 205, 8층 801호 (덕암동, LG전자)",127.5093028,34.9414039
365연합의원,의원,전남,360500,여수시,"전라남도 여수시 시청로 46, 2, 3, 4, 5층 (학동)",127.6632306,34.7656587
365열린의원,의원,전남,360021,해남군,"전라남도 해남군 해남읍 중앙2로 151, 151",126.5946643,34.5660779
365차한의원,한의원,전남,360500,여수시,"전라남도 여수시 여서로 156-1, 여수신협 2층 (여서동)",127.6989867,34.7479758
e-편한치과의원,치과의원,전남,360500,여수시,"전라남도 여수시 여서로 168, 3층 (여서동)",127.7001907,34.7482378
e플란트치과의원,치과의원,전남,360009,무안군,"전라남도 무안군 삼향읍 남악2로74번길 39, 301, 302호 (광일프라자)",126.4592078,34.8130693
GS칼텍스(주)부속의원,의원,전남,360500,여수시,"전라남도 여수시  여수산단로 1083-101, (월내동)",127.7268161,34.8616825
HD현대삼호 부속의원,의원,전남,360015,영암군,"전라남도 영암군 삼호읍 대불로 93, HD현대삼호 건강증진센터 2,3층",126.3775928,34.7389802
OK재활의학과의원,의원,전남,360021,해남군,"전라남도 해남군 해남읍 남부순환로 2, 2",126.6066831,34.5706065
가거도보건지소,보건지소,전남,360012,신안군,"전라남도 신안군 흑산면 가거도길 36, (흑산면)",125.1266345,34.0523783
가람의원,의원,전남,360022,화순군,"전라남도 화순군 화순읍 광덕로 177, 3층",126.9921815,35.0606496
가사도보건진료소,보건진료소,전남,360019,진도군,"전라남도 진도군 조도면 가사도길 108, (가사도보건진료소)",126.0510802,34.478546
가지런이 치과교정과 치과의원,치과의원,전남,360200,나주시,"전라남도 나주시 빛가람로 676, 씨티원 빌딩 305,306호 (빛가람동)",126.7855406,35.0208051
가지런이치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 순천만정원로 86, 3층 (풍덕동)",127.4956111,34.9370454
가치보건진료소,보건진료소,전남,360019,진도군,"전라남도 진도군 지산면 가치길 74-4, (보건소)",126.1247683,34.4360839
간전보건지소,보건지소,전남,360006,구례군,"전라남도 구례군 간전면 안음길 3, (간전면)",127.5435316,35.1780647
갈곡보건진료소,보건진료소,전남,360015,영암군,"전라남도 영암군 신북면 치릿길 21, (신북면)",126.6841953,34.9230475
감도보건진료소,보건진료소,전남,360500,여수시,"전라남도 여수시 화양면 감도길 2, (화양면)",127.567234,34.7272175
감동성형외과의원,의원,전남,360400,순천시,"전라남도 순천시 해룡면 순광로 234-9, 씨에스컨티넨탈 가동 2층",127.5452672,34.9635348
감초당한의원,한의원,전남,360500,여수시,"전라남도 여수시 신월로 668, (국동)",127.7173225,34.7304252
감초한의원,한의원,전남,360300,목포시,"전라남도 목포시 영산로121번길 3, 1,2층 (명륜동)",126.3860857,34.7932027
감초한의원,한의원,전남,360010,보성군,"전라남도 보성군 보성읍 현충로 72, (보성읍)",127.0797302,34.7667742
갑앤유외과의원,의원,전남,360500,여수시,"전라남도 여수시 웅천로 134, 405호 (웅천동)",127.6778506,34.7403547
강남더밝은치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 왕지로 35, 2층 (왕지동)",127.5261442,34.9700135
강남병원,병원,전남,360700,광양시,"전라남도 광양시 중마중앙로 17, (중동)",127.697625,34.9317763
강남뷰티의원,의원,전남,360400,순천시,"전라남도 순천시 남신월길 2, 4층 401호 (조례동)",127.5188848,34.9542605
강남성모의원,의원,전남,360400,순천시,"전라남도 순천시 연향3로 33, (연향동)",127.51969,34.9510031
강남한의원,한의원,전남,360300,목포시,"전라남도 목포시 용당로 202, (용당동)",126.3986334,34.8050015
강내과의원,의원,전남,360300,목포시,"전라남도 목포시 영산로 343, (용당동, 태금빌딩)",126.4028925,34.8062438
강내과의원,의원,전남,360400,순천시,"전라남도 순천시 중앙로 108, (중앙동)",127.4842896,34.9552455
강동호치과의원,치과의원,전남,360300,목포시,"전라남도 목포시 부흥로 80, 3층 (옥암동)",126.4298651,34.8032935
강마리아산부인과의원,의원,전남,360500,여수시,"전라남도 여수시 중앙로 27, 4층 (충무동)",127.7306851,34.7405193
강변서울의원,의원,전남,360200,나주시,"전라남도 나주시 남평읍 강변2길 5-11, 201호",126.8501656,35.0405902
강비뇨기과의원,의원,전남,360500,여수시,"전라남도 여수시 여서로 173, (여서동)",127.7006514,34.7488484
강승원치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 순광로 24, 메디칼센터동 4층 (조례동)",127.5237376,34.9548403
강안과의원,의원,전남,360500,여수시,"전라남도 여수시 쌍봉로 36, (학동)",127.6598879,34.7662712
강진88정형외과의원,의원,전남,360001,강진군,"전라남도 강진군 강진읍 평동2길 30, 2층",126.7680499,34.6380201
강진군군동보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 군동면 진흥로 324-9, (군동면)",126.8162761,34.6436439
강진군대구면계율보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 대구면 계율길 41, (대구면)",126.8147853,34.5085684
강진군대구보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 대구면 수동길 2, (성황동)",126.800381,34.4940284
강진군도암면강정보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 도암면 지석로 460, (도암면)",126.6801402,34.5995787
강진군도암면신기보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 도암면 월곶로 278, (신기보건진료소)",126.7543938,34.5342874
강진군도암보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 도암면 도암중앙로 61, 61",126.7279507,34.5453848
강진군마량보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 마량면 마량4길 4-1, (마량보건진료소)",126.8164764,34.451518
강진군병영보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 병영면 성남하고길 20, (병영면)",126.8127804,34.7165434
강진군보건소,보건소,전남,360001,강진군,"전라남도 강진군 강진읍 목리길 11, (강진읍)",126.7753801,34.6380187
강진군성전보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 성전면 예향로 12-11, ()",126.7095899,34.6918543
강진군신전면송천보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 신전면 운주로 331, (신전면)",126.7290411,34.4835252
강진군신전보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 신전면 신전중앙길 15-4, (신전면)",126.7205892,34.5132166
강진군옴천면영산보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 옴천면 장강로 1776, (옴천영산보건진료소)",126.7712094,34.75875
강진군옴천보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 옴천면 개산중앙길 11-12, (옴천보건지소)",126.7936404,34.7445261
강진군작천면용상보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 작천면 열수로 58, (용상보건진료소)",126.7670556,34.7171516
강진군작천보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 작천면 평리길 37-5, (작천면)",126.7741094,34.7029856
강진군칠량면단월보건진료소,보건진료소,전남,360001,강진군,"전라남도 강진군 칠량면 치산길 7, (칠량면)",126.8394459,34.563645
강진군칠량보건지소,보건지소,전남,360001,강진군,"전라남도 강진군 칠량면 칠량로 74, (칠량보건지소)",126.7987556,34.5721066
강진서울치과의원,치과의원,전남,360001,강진군,"전라남도 강진군 강진읍 중앙로 103, 2층",126.7681052,34.6392874
강진아나파의원,의원,전남,360001,강진군,"전라남도 강진군 강진읍 영랑로 26, (강진읍)",126.7689307,34.6380769
강진이비인후과의원,의원,전남,360001,강진군,"전라남도 강진군 강진읍 영랑로 36, (강진읍)",126.7683425,34.6388517
강진치과의원,치과의원,전남,360001,강진군,"전라남도 강진군 강진읍 영랑로2길 17, (강진읍)",126.770438,34.6385594
강진한의원,한의원,전남,360001,강진군,"전라남도 강진군 강진읍 중앙로 88, 금호상가 2층 211호",126.7671781,34.637991
강진효요양병원,요양병원,전남,360001,강진군,"전라남도 강진군 강진읍 해강로 1322-0, (강진읍)",126.752571,34.6230048
강찬한의원,한의원,전남,360018,장흥군,"전라남도 장흥군 장흥읍 예양2길 44, (장흥읍)",126.9019992,34.6778925
강철민내과의원,의원,전남,360400,순천시,"전라남도 순천시 이수로 315, 1층 (조례동)",127.5181705,34.9538071
강치과의원,치과의원,전남,360200,나주시,"전라남도 나주시 나주로 204, (성북동)",126.7219074,35.0346383
개도보건지소,보건지소,전남,360500,여수시,"전라남도 여수시 화정면 개도화산1길 8, (화정면)",127.6637592,34.5714496
거금의원,의원,전남,360002,고흥군,"전라남도 고흥군 금산면 거금중앙길 73-1, (금산면)",127.1241018,34.4587127
거남한의원,한의원,전남,360300,목포시,"전라남도 목포시 산정로 59, 2층 (산정동, 서정빌딩)",126.3926538,34.7938396
거북이한의원,한의원,전남,360016,완도군,"전라남도 완도군 완도읍 개포로62번길 33, 2층 (금화상사, 아트피아)",126.7478274,34.3181949
거북이한의원,한의원,전남,360500,여수시,"전라남도 여수시 흥국로 11, 2층 (학동)",127.6639187,34.7637601
건강연합의원,의원,전남,360500,여수시,"전라남도 여수시 동문로 60, 3, 4층 (관문동)",127.7409158,34.7421923
건강치과의원,치과의원,전남,360300,목포시,"전라남도 목포시 수문로 29-2, 2층 (죽동)",126.3827916,34.7923148
겸백보건지소,보건지소,전남,360010,보성군,"전라남도 보성군 겸백면 충의로 2458-1, 2458",127.1533559,34.8284548
경원치과의원,치과의원,전남,360300,목포시,"전라남도 목포시 교육로 83, 배석치과 2층 (상동)",126.4188246,34.8042327
경호보건진료소,보건진료소,전남,360500,여수시,"전라남도 여수시 대경도2길 5, (경호동)",127.7221298,34.7185903
경희그린한의원,한의원,전남,360400,순천시,"전라남도 순천시 조례1길 17, 2층 (조례동)",127.5235169,34.960662
경희길한의원,한의원,전남,360500,여수시,"전라남도 여수시 여서1로 84, 2층 (여서동)",127.7064525,34.7537205
경희다나을한의원,한의원,전남,360400,순천시,"전라남도 순천시 봉화2길 87, 2층 (조례동)",127.5178397,34.960503
경희류한의원,한의원,전남,360018,장흥군,"전라남도 장흥군 장흥읍 동교1길 25, (장흥읍)",126.9080916,34.6774751
경희바른몸지킴이한의원,한의원,전남,360500,여수시,"전라남도 여수시 선소로 82, 2층 (신기동)",127.668169,34.7597846
경희약손한의원,한의원,전남,360300,목포시,"전라남도 목포시 옥암로 195, 금호타이어 3~4층층 (석현동)",126.4208753,34.8151592
경희천지인한의원,한의원,전남,360020,함평군,"전라남도 함평군 함평읍 중앙길 45, (함평읍)",126.5230672,35.0619633
경희탑치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 연향중앙상가길 9, 순천엘지빌딩 8층 (연향동)",127.5195112,34.9529381
경희터미널한의원,한의원,전남,360019,진도군,"전라남도 진도군 진도읍 남문길 5, (터미널내)",126.2635548,34.4786652
경희튼튼한의원,한의원,전남,360700,광양시,"전라남도 광양시 광양읍 칠성로 45, 3층",127.583586,34.9790562
경희팔마한의원,한의원,전남,360400,순천시,"전라남도 순천시 남산로 144, 2층 (풍덕동)",127.5040445,34.9403571
경희한의원,한의원,전남,360300,목포시,"전라남도 목포시 비파로 107, (상동)",126.4233044,34.8075726
경희한의원,한의원,전남,360014,영광군,"전라남도 영광군 영광읍 천년로 1489, 202호",126.5044214,35.2753432
경희한의원,한의원,전남,360003,곡성군,"전라남도 곡성군 곡성읍 군청로 18, (곡성읍)",127.2933455,35.2798698
경희한의원,한의원,전남,360008,담양군,"전라남도 담양군 담양읍 천변6길 2, (담양읍)",126.9831609,35.3159202
경희한의원,한의원,전남,360016,완도군,"전라남도 완도군 완도읍 개포로114번길 48, (완도읍)",126.7467286,34.3185914
경희한의원,한의원,전남,360500,여수시,"전라남도 여수시 통제영3길 6, (교동)",127.7341889,34.7405494
경희한의원,한의원,전남,360700,광양시,"전라남도 광양시 중마중앙로 89, 1층 (중동)",127.6977605,34.9382573
경희한의원,한의원,전남,360002,고흥군,"전라남도 고흥군 도양읍 녹동남촌1길 29, (도양읍)",127.1387684,34.5273028
경희한의원,한의원,전남,360400,순천시,"전라남도 순천시 시민로 46, (남내동)",127.4863087,34.9537428
계곡면보건지소,보건지소,전남,360021,해남군,"전라남도 해남군 계곡면 해남로 1455, (계곡면보건지소)",126.6601963,34.6463173
계림보건진료소,보건진료소,전남,360020,함평군,"전라남도 함평군 월야면 금치죽림길 4-6, 4",126.627576,35.2131876
고광택치과의원,치과의원,전남,360300,목포시,"전라남도 목포시 영산로 93, 2층 (명륜동)",126.385475,34.790883
고광후비뇨기과의원,의원,전남,360500,여수시,"전라남도 여수시 중앙로 67, (중앙동)",127.735029,34.7403077
고군보건지소,보건지소,전남,360019,진도군,"전라남도 진도군 고군면 진도대로 303, (보건지소)",126.3441063,34.4912831
고금석이비인후과의원,의원,전남,360400,순천시,"전라남도 순천시 이수로 315, 2층 (조례동)",127.5181705,34.9538071
고금의원,의원,전남,360016,완도군,"전라남도 완도군 고금면 고금동로 11, 1층",126.8011567,34.3966128
고금한의원,한의원,전남,360016,완도군,"전라남도 완도군 고금면 고금동로 15-1, (고금면)",126.801522,34.3964916
고당보건진료소,보건진료소,전남,360021,해남군,"전라남도 해남군 문내면 문내화원로 551, (문내면)",126.349398,34.632434
고려연합의원,의원,전남,360014,영광군,"전라남도 영광군 영광읍 신남로 180, 310호",126.501912,35.2758936
고려한의원,한의원,전남,360014,영광군,"전라남도 영광군 홍농읍 동부로 16, (홍농읍)",126.4481151,35.394891
고려한의원,한의원,전남,360400,순천시,"전라남도 순천시 이수로 299, (조례동)",127.5167349,34.9529062
고상보건진료소,보건진료소,전남,360010,보성군,"전라남도 보성군 벌교읍 채동선로 766-5, (벌교읍)",127.3080198,34.8774895
고서삼성의원,의원,전남,360008,담양군,"전라남도 담양군 고서면 원등1길 4, (고서면)",126.974075,35.2232167
고서한국의원,의원,전남,360008,담양군,"전라남도 담양군 고서면 가사문학로 327, (고서면)",126.9735159,35.2233759
고운빛의원,의원,전남,360400,순천시,"전라남도 순천시 연향번영길 122, 휴대폰종합할인매장 2층 202호 (연향동)",127.5188779,34.9525656
고운빛치과의원,치과의원,전남,360400,순천시,"전라남도 순천시 연향3로 16, (연향동)",127.5175834,34.9505448
고운치과의원,치과의원,전남,360009,무안군,"전라남도 무안군 일로읍 일로로 68, (일로읍)",126.4943349,34.8496159
고조현외과의원,의원,전남,360200,나주시,"전라남도 나주시 나주로 152, (중앙동)",126.7175958,35.031837
고치과의원,치과의원,전남,360014,영광군,"전라남도 영광군 영광읍 신남로 185, (영광읍)",126.502238,35.2762198
고흥군공립노인전문요양병원,요양병원,전남,360002,고흥군,"전라남도 고흥군 고흥읍 고흥로 1941, (고흥읍)",127.2941819,34.6222288
고흥군과역면노일보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 과역면 내로당날길 3, (과역면)",127.3220133,34.6811641
고흥군과역면백일보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 과역면 백일길 315-30, 315",127.4293048,34.6986006
고흥군금산면신평보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 금산면 평산1길 14, (금산면)",127.1781497,34.4886276
고흥군금산면연홍보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 금산면 연홍길 30, 30",127.0919895,34.4583897
고흥군금산면오천보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 금산면 오천서당길 14-11, 14",127.2082514,34.4358893
고흥군남양면망주보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 남양면 망월로 89-8, 89",127.3669764,34.7593716
고흥군대서면신기보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 대서면 거북2길 8, (대서면)",127.2639711,34.7441584
고흥군도덕면가야보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도덕면 고흥만로 484, 484",127.1819859,34.6044301
고흥군도양읍득량보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도양읍 득량관선길 89-26, (도양읍)",127.1034663,34.6007121
고흥군도양읍시산보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도양읍 시산석금길 26, 26",127.259612,34.395082
고흥군도화면가화보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도화면 황촌길 39-8, (도화면)",127.2821306,34.5023121
고흥군도화면발포보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도화면 충무사길 113, 113",127.3378358,34.4843304
고흥군도화면신호보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도화면 문안길 217-3, 217",127.3124124,34.5336384
고흥군도화면지죽보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 도화면 지호길 7-3, (도화면)",127.3070888,34.4408149
고흥군동강면죽암보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 동강면 죽암안길 59, (동강면)",127.3869115,34.784142
고흥군두원면대전보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 두원면 두원로 1168, 1168",127.2689972,34.7004885
고흥군두원면성두보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 두원면 두원로 896, 보건소",127.2617228,34.6782357
고흥군두원면풍류보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 두원면 풍류2길 59, (두원면)",127.2347663,34.6627087
고흥군보건소,보건소,전남,360002,고흥군,"전라남도 고흥군 고흥읍 등암3길 5, (고흥읍)",127.26846,34.592331
고흥군봉래면사양보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 봉래면 사양선창길 69, 69",127.4455596,34.4772897
고흥군영남면금사보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 영남면 사도진해안길 141, (영남면)",127.4198453,34.5834848
고흥군영남면남열보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 영남면 남열메뚝길 14, 14",127.4802515,34.5797922
고흥군점암면화계보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 점암면 화전1길 21-6, (점암면)",127.4312894,34.6580966
고흥군포두면남성보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 포두면 남성3길 9, 9",127.4052391,34.5247224
고흥군포두면송산보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 포두면 송산길 61, 61",127.3606029,34.6016705
고흥군포두면오취보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 포두면 오취길 267, 267",127.4096736,34.5616611
고흥군포두면옥강보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 포두면 내초안길 12, 12",127.3966132,34.5564412
고흥군풍양면풍남보건진료소,보건진료소,전남,360002,고흥군,"전라남도 고흥군 풍양면 천마로 1497, 1497",127.2457298,34.5226773
고흥김안과의원,의원,전남,360002,고흥군,"전라남도 고흥군 고흥읍 터미널길 24, (고흥읍)",127.281528,34.6073425
고흥윤호21병원,병원,전남,360002,고흥군,"전라남도 고흥군 고흥읍 터미널길 16-0, (고흥읍)",127.2816299,34.6066698
고흥한의원,한의원,전남,360002,고흥군,"전라남도 고흥군 고흥읍 여산당촌길 23, 2층",127.2805203,34.6072918
곡성군겸면흥복보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 겸면 산이재로 687, (겸면)",127.1927436,35.2445863
곡성군고달면백곡보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 고달면 고주로 242, (고달면)",127.3478296,35.3145328
곡성군고달면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 고달면 목동1길 16, (고달면)",127.3413802,35.29455
곡성군립노인전문요양병원,요양병원,전남,360003,곡성군,"전라남도 곡성군 겸면 곡순로 1756, (겸면)",127.1842753,35.2531057
곡성군목사동면대곡보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 목사동면 대곡당산길 10, (목사동면)",127.2627904,35.1090959
곡성군목사동면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 목사동면 평리고두길 58, (목사동면)",127.2992297,35.1194272
곡성군목사동면죽정보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 목사동면 주목로 552-2, (목사동면)",127.3018015,35.1024808
곡성군보건의료원,보건의료원,전남,360003,곡성군,"전라남도 곡성군 곡성읍 곡성로 854, (곡성읍)",127.2969299,35.2787496
곡성군삼기면근촌보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 삼기면 노치로 1235, (삼기면)",127.2313916,35.193998
곡성군석곡면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 석곡면 석곡로 79, (석곡면)",127.2537998,35.1343802
곡성군석곡면연반보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 석곡면 전기길 75, 75",127.2526775,35.1716065
곡성군염곡보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 석곡면 염곡길 25, (석곡면)",127.2159146,35.1498921
곡성군오곡면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 오곡면 기차마을로 120, (오곡면)",127.3159665,35.2698708
곡성군오곡면압록보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 오곡면 섬진강로 1066, (오곡면)",127.3752954,35.1962099
곡성군오산면선세보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 오산면 작천길 17, (오산면)",127.1300363,35.2090587
곡성군옥과면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 옥과면 리문6길 25, (옥과면)",127.1376287,35.2747976
곡성군옥과면합강보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 옥과면 월파로 447, (옥과면)",127.1793335,35.3251458
곡성군입면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 입면 금산택촌길 6, (입면)",127.2039493,35.2977992
곡성군입면삼오보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 입면 삼오삼응길 26, (입면)",127.1735687,35.287991
곡성군죽곡면동계보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 죽곡면 동계길 74, (죽곡면)",127.3611394,35.1538875
곡성군죽곡면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 죽곡면 오죽로 5, 5",127.3184937,35.1500442
곡성군죽곡면봉정보건진료소,보건진료소,전남,360003,곡성군,"전라남도 곡성군 죽곡면 봉정범계길 7, (죽곡면)",127.3085796,35.1796506
곡성삼기면보건지소,보건지소,전남,360003,곡성군,"전라남도 곡성군 삼기면 원등1길 65, (삼기면)",127.2108618,35.2345885
곡성정형외과의원,의원,전남,360003,곡성군,"전라남도 곡성군 곡성읍 중앙로 97-1, (곡성읍)",127.2935567,35.2806828
골든벨유담한의원,한의원,전남,360014,영광군,"전라남도 영광군 영광읍 신남로 168, 2층",126.5004308,35.275721
골롬반의원,의원,전남,360300,목포시,"전라남도 목포시 용당로 232, 2층 (용당동)",126.3987365,34.8075996
공감치과의원,치과의원,전남,360300,목포시,"전라남도 목포시 청호로 180, 2층 (산정동)",126.3733362,34.8066803
공립무안군노인전문요양병원,요양병원,전남,360009,무안군,"전라남도 무안군 무안읍 몽탄로 51-12, (무안읍)",126.4892025,34.9932228
공산의원,의원,전남,360200,나주시,"전라남도 나주시 공산면 공산로 102, (공산면)",126.6105257,34.9414639
공산치과의원,치과의원,전남,360200,나주시,"전라남도 나주시 공산면 공산로 107, 백두산약국",126.6097303,34.9415471
공앤박정형외과의원,의원,전남,360300,목포시,"전라남도 목포시 삼학로16번길 6, 2,3,4,5층 (상락동2가)",126.3867175,34.7898023
과역보건지소,보건지소,전남,360002,고흥군,"전라남도 고흥군 과역면 송학큰길 43-9, (과역면)",127.36096,34.6803641
과역한의원,한의원,전남,360002,고흥군,"전라남도 고흥군 과역면 고흥로 2982, (과역면)",127.3615584,34.6790094
관매도보건진료소,보건진료소,전남,360019,진도군,"전라남도 진도군 조도면 관매도길 65, (조도면)",126.050974,34.2384707
관사도보건진료소,보건진료소,전남,360019,진도군,"전라남도 진도군 조도면 관사도길 20-10, (관사보건진료소)",125.9753001,34.3095163
관산한의원,한의원,전남,360018,장흥군,"전라남도 장흥군 관산읍 관산로 125, (관산읍)",126.9364389,34.5659246
광석보건진료소,보건진료소,전남,360019,진도군,"전라남도 진도군 임회면 호구동길 31-3, (광석보건진료소)",126.2351753,34.4245186
광암보건진료소,보건진료소,전남,360009,무안군,"전라남도 무안군 일로읍 삼산로 94, (일로읍)",126.5084286,34.8686569
광양광동한의원,한의원,전남,360700,광양시,"전라남도 광양시 광양읍 서산2길 32-5, (광양읍)",127.5704874,34.9673201
광양내과의원,의원,전남,360700,광양시,"전라남도 광양시 광양읍 읍내중앙길 11, (광양읍)",127.5880709,34.9756716
광양더사랑치과의원,치과의원,전남,360700,광양시,"전라남도 광양시 공영로 75, 2층 (중동)",127.697501,34.9360322
광양사랑병원,종합병원,전남,360700,광양시,"전라남도 광양시 공영로 71,  (중동)",127.6969657,34.9361846
광양성심내과의원,의원,전남,360700,광양시,"전라남도 광양시 광양읍 순광로 689, (광양읍)",127.5892636,34.9700419
광양시공립노인전문요양병원,요양병원,전남,360700,광양시,"전라남도 광양시 진등길 91,  (마동)",127.6901039,34.9574726
광양시도시보건지소,보건지소,전남,360700,광양시,"전라남도 광양시 담안2길 16-15, (태인동)",127.749676,34.9434782
광양시보건소,보건소,전남,360700,광양시,"전라남도 광양시 광양읍 인덕로 1100, (광양읍)",127.5822458,34.9807918
광양시보건소중마통합보건지소,보건지소,전남,360700,광양시,"전라남도 광양시 중동로 42, (중동)",127.6933316,34.940828
광양안과의원,의원,전남,360700,광양시,"전라남도 광양시 중마중앙로 77, (중동)",127.6977409,34.9370727
광양연합치과의원,치과의원,전남,360700,광양시,"전라남도 광양시 광양읍 신재로 29, (광양읍)",127.5888071,34.974033
광양웰치과의원,치과의원,전남,360700,광양시,"전라남도 광양시 불로로 87, 3층 (중동)",127.6888536,34.9445089
광양이비인후과의원,의원,전남,360700,광양시,"전라남도 광양시 광양읍 칠성로 51, 1층",127.5842751,34.9790391
광양제철소부속의원,의원,전남,360700,광양시,"전라남도 광양시 금호로 396, (금호동)",127.7367948,34.9320794
광양조은내과의원,의원,전남,360700,광양시,"전라남도 광양시 광양읍 신재로 18, 2층",127.5894963,34.9727511
광양튼튼정형외과의원,의원,전남,360700,광양시,"전라남도 광양시 광양읍 인서1길 72, (광양읍)",127.5888032,34.9705276
광양피부과의원,의원,전남,360700,광양시,"전라남도 광양시 중마중앙로 71-1, 2층 (중동)",127.6977296,34.9366625
