요양기관명,종별코드명,시도코드명,시군구코드,시군구코드명,주소,좌표(X),좌표(Y)
(복지)예사랑병원,정신병원,부산,210006,부산서구,"부산광역시 서구 옥천로130번길 38, (아미동2가)",129.0133103,35.0973247
(사)대한결핵협회부산광역시지부 복십자의원,의원,부산,210001,부산남구,"부산광역시 남구 수영로 299, (대연동)",129.0988754,35.1371668
(사)대한산업보건협회남부산의원,의원,부산,210012,부산강서구,"부산광역시 강서구 명지오션시티9로 21, 4층 (명지동)",128.8992233,35.0885623
(사)인구보건복지협회 부산시지회 가족보건의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 425, (남천동)",129.1089758,35.1441223
(사)한국한센복지협회부산지부 부설복지의원,의원,부산,210010,부산사하구,"부산광역시 사하구 다대로 263, 5층 501호 (장림동)",128.9777379,35.0788382
(의) 열린의료재단 서면열린의원,의원,부산,210004,부산진구,"부산광역시 부산진구 중앙대로 749, 5층 (부전동)",129.060166,35.159633
(의) 열린의료재단 연산열린의원,의원,부산,210013,부산연제구,"부산광역시 연제구 중앙대로 1091, 제세빌딩 3,7층 (연산동)",129.0806502,35.1854186
(의)삼세의료재단 몸사랑내과의원,의원,부산,210007,부산영도구,"부산광역시 영도구 절영로 30, 삼세메디컬센터 4,5(일부),6 층 (대교동1가)",129.0392387,35.0919114
(의)삼세의료재단 삼세한의원,한의원,부산,210007,부산영도구,"부산광역시 영도구 절영로 30, 삼세메디컬센터 5층일부,7~11층 (대교동1가)",129.0392387,35.0919114
(의)서일의료재단기장병원,병원,부산,210100,부산기장군,"부산광역시 기장군 기장읍 대청로72번길 6-6, 6",129.2169211,35.2357991
(의)소명의료재단한빛사랑의원,의원,부산,210007,부산영도구,"부산광역시 영도구 태종로 135, (봉래동3가)",129.0440698,35.0920732
(의)손재림의료재단 부산손한의원,한의원,부산,210001,부산남구,"부산광역시 남구 신선로 428, (용당동, 동명대학교 산학협력관 지하1층)",129.1016625,35.1220654
(의)영님의료재단 개금중앙요양병원,요양병원,부산,210004,부산진구,"부산광역시 부산진구 개금온정로 5, 지하1,지상3층 (개금동, 성원상떼뷰)",129.0247268,35.153754
(의)피터의료재단새소망요양병원,요양병원,부산,210100,부산기장군,"부산광역시 기장군 기장읍 기장해안로 552, (기장읍)",129.226905,35.2228262
(재)원불교부산원광한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 767-1, (부전동)",129.0556427,35.1580254
(재)일신기독교선교회 정관일신기독병원,병원,부산,210100,부산기장군,"부산광역시 기장군 정관읍 정관6로 31, 3-8, 10층",129.1774513,35.3197034
1945김근치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 767-1, 5층 (부전동, 원광메디컬센터)",129.0556427,35.1580254
2080치과의원,치과의원,부산,210005,부산북구,"부산광역시 북구 시랑로 75, 2층 (구포동)",129.0059903,35.1991276
2080치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 아랫반송로 12, 2층 (반송동, 서울메디컬센터)",129.1471653,35.2253583
21세기치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 해운대로 814, B동 424호 (좌동, 세종월드)",129.1776778,35.1695768
365늘봄한의원,한의원,부산,210003,부산동래구,"부산광역시 동래구 석사로 5, 3층 (사직동)",129.0606783,35.1980634
365늘푸른한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 중앙대로 751, 부전메디컬빌딩 1,6,13층 (부전동)",129.0603055,35.1597576
365대연더편한마취통증의학과의원,의원,부산,210001,부산남구,"부산광역시 남구 못골로 87, 303,304호 (대연동)",129.0920138,35.1361106
365동백한의원,한의원,부산,210009,부산해운대구,"부산광역시 해운대구 해운대로 663, 에이동 209호 (우동, 해운대비스타동원)",129.1621496,35.1660123
365류내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 중앙대로 907, 5,6층 (양정동)",129.0696485,35.1713977
365부부한의원,한의원,부산,210100,부산기장군,"부산광역시 기장군 일광면 해빛로 17, 201호",129.2260207,35.2663011
365사직성모의원,의원,부산,210003,부산동래구,"부산광역시 동래구 사직북로 6, 2층 (사직동)",129.0609901,35.1965299
365석치과의원,치과의원,부산,210008,부산중구,"부산광역시 중구 해관로 1, (동광동1가, 한국투자증권(주) 부산사옥)",129.0356778,35.0989754
365안락한치과의원,치과의원,부산,210003,부산동래구,"부산광역시 동래구 충렬대로 353, 1~2층 일부호 (안락동)",129.0974971,35.1985923
365엠씨람스에스씨의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 센텀2로 20, 센텀타워메디컬 1403호 (우동)",129.1320258,35.1671978
365엠씨병원,병원,부산,210004,부산진구,"부산광역시 부산진구 서면로 74, (부전동, 아이온시티빌딩)",129.0581339,35.1570677
365일건강가정의학과의원,의원,부산,210002,부산동구,"부산광역시 동구 망양로 893-1, (범일동)",129.0487995,35.1402929
365텐텐이비인후과의원,의원,부산,210012,부산강서구,"부산광역시 강서구 명지국제8로 233, 3층 (명지동)",128.9182894,35.0985301
365편안한 치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 중앙대로 1113, 진보빌딩 3층 (연산동)",129.0810928,35.1869791
365하하병원,병원,부산,210012,부산강서구,"부산광역시 강서구 명지오션시티4로 88, 3~7층 (명지동)",128.9032539,35.0811721
365행복담은의원,의원,부산,210014,부산수영구,"부산광역시 수영구 황령대로489번길 24, 4층 (남천동)",129.1086027,35.1390857
365효플란트치과의원,치과의원,부산,210010,부산사하구,"부산광역시 사하구 낙동대로 466, 4층 (하단동)",128.9687251,35.1064241
59디지털치과의원,치과의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 693, BNK 수영타워 5층 501호 (수영동)",129.1154764,35.1679024
7내과의원,의원,부산,210013,부산연제구,"부산광역시 연제구 중앙대로 1112, 7층 (연산동)",129.0817393,35.1868365
88경희한의원,한의원,부산,210010,부산사하구,"부산광역시 사하구 장림번영로 25, 2층 201호 (장림동)",128.9682126,35.0809885
99서울소아청소년과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 금강로 91, 지상 4~6층 (온천동)",129.0783665,35.2171501
ABC성형외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 769, ABC메디컬센터 11층 (부전동)",129.0557793,35.1580057
ABC안과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 769, ABC메디컬센터 1, 2층 (부전동)",129.0557793,35.1580057
BH대학효요양병원,요양병원,부산,210006,부산서구,"부산광역시 서구 구덕로 164-7, (토성동3가)",129.020361,35.0996073
BH병원,정신병원,부산,210001,부산남구,"부산광역시 남구 수영로 165, (대연동)",129.084618,35.1348845
CDC해운대어린이치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 좌동순환로 506, 804호 (중동, 영풍리젠시)",129.1687362,35.1661755
e라인치과의원,치과의원,부산,210001,부산남구,"부산광역시 남구 수영로 299, (대연동, 루미너스타워7층일부)",129.0988754,35.1371668
e-맑은정신과의원,의원,부산,210007,부산영도구,"부산광역시 영도구 태종로 97, (대교동2가)",129.0414774,35.0917093
e사이언스치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 새싹로 17, 서면빌딩 3층 (부전동)",129.0574954,35.1593104
e웰니스치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 중앙대로 1099, (연산동, A동 4층일부)",129.0807255,35.1858783
e-청담한의원,한의원,부산,210009,부산해운대구,"부산광역시 해운대구 좌동순환로 181, 3층 (좌동, 진성빌딩)",129.1760224,35.1779775
e-플랜트치과의원,치과의원,부산,210003,부산동래구,"부산광역시 동래구 중앙대로 1523, (온천동)",129.0855308,35.2208431
e화이트치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 좌동순환로 182, 302호 (좌동, 명주빌딩)",129.1759802,35.1773842
e-화이트치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 골드테마길 2, (범천동)",129.0601417,35.1417987
J&L우리들내과의원,의원,부산,210008,부산중구,"부산광역시 중구 대청로 80, (대청동3가)",129.0285778,35.1027847
JMP한의원,한의원,부산,210006,부산서구,"부산광역시 서구 구덕로 224, 3층 301호 (부민동1가)",129.0202815,35.1046155
K&K서울치과의원,치과의원,부산,210003,부산동래구,"부산광역시 동래구 명안로85번길 52, 5층 (명장동, 명장랜드마크)",129.1017827,35.2048379
LK성형외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 784, (부전동)",129.0574092,35.1573307
OK의원,의원,부산,210010,부산사하구,"부산광역시 사하구 낙동대로 416, 5-8층 (당리동)",128.9729767,35.1041396
S보톡성형외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로784번길 33, (부전동)",129.0573382,35.1559654
the 화이트e 치과의원,치과의원,부산,210010,부산사하구,"부산광역시 사하구 낙동남로 1406, 4층 (하단동)",128.9655838,35.1058002
THE밝은안과의원,의원,부산,210001,부산남구,"부산광역시 남구 수영로 209, 103호 (대연동, 일동지에닌상가)",129.0892907,35.1353584
the속시원내과의원,의원,부산,210010,부산사하구,"부산광역시 사하구 다대로 550, 5층 (다대동)",128.9707449,35.0572853
UIC아름다운치과의원,치과의원,부산,210010,부산사하구,"부산광역시 사하구 사하로 200, 502호 (괴정동)",128.9937065,35.0995799
W 치과의원,치과의원,부산,210001,부산남구,"부산광역시 남구 수영로 323, 4층 402호 (대연동, 태강프라자)",129.1010282,35.1382148
W365메디컬의원,의원,부산,210001,부산남구,"부산광역시 남구 분포로 145, 2086-2, 2087-1호 (용호동, 더블유)",129.1126448,35.1337125
W성형외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 767-1, (부전동, 원광메디컬)",129.0556427,35.1580254
가까운내과의원,의원,부산,210011,부산금정구,"부산광역시 금정구 구서로 10, 3층 (구서동)",129.0901269,35.2468711
가나안요양병원,요양병원,부산,210014,부산수영구,"부산광역시 수영구 수영로 563-1, 지하1~10층 (광안동)",129.1124247,35.1561769
가남의원,의원,부산,210005,부산북구,"부산광역시 북구 시랑로131번길 40, (구포동)",129.0111218,35.1970301
가덕한의원,한의원,부산,210012,부산강서구,"부산광역시 강서구 동선1길 12-2, 1일부층 (동선동)",128.8328128,35.0556648
가람한의원,한의원,부산,210005,부산북구,"부산광역시 북구 낙동대로1722번길 9, 3층 (구포동)",128.9987872,35.2076114
가람한의원,한의원,부산,210003,부산동래구,"부산광역시 동래구 금강로10번길 4, 4층,5층 (온천동)",129.072448,35.2123015
가본이비인후과의원,의원,부산,210015,부산사상구,"부산광역시 사상구 엄궁북로 22, 2,3층 (엄궁동)",128.9726635,35.1283327
가야동의한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 472, 보문빌딩 3층 (개금동)",129.0236035,35.1529246
가야신경정신과의원,의원,부산,210015,부산사상구,"부산광역시 사상구 가야대로 288, 202호 (주례동, 창조상가)",129.004055,35.1500801
가야우리아동의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로679번길 133, 1층~5층 (당감동)",129.0396056,35.1560463
가야제일의원,의원,부산,210004,부산진구,"부산광역시 부산진구 냉정로 226, 2층 (개금동)",129.0244173,35.1509112
가야한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 동평로 116, 2층 (당감동)",129.0422163,35.1658583
가온누리한의원,한의원,부산,210009,부산해운대구,"부산광역시 해운대구 센텀2로 29, 701-1호 (우동, 센텀메커스빌딩)",129.133197,35.1666656
가온미의원,의원,부산,210008,부산중구,"부산광역시 중구 흑교로 6, 3층 (부평동2가)",129.0252799,35.0999237
가온자리한의원,한의원,부산,210005,부산북구,"부산광역시 북구 금곡대로 183, (화명동)",129.009791,35.2254336
가온자리한의원,한의원,부산,210003,부산동래구,"부산광역시 동래구 중앙대로1325번길 29, 4층 (온천동)",129.0761568,35.2054223
가원치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 선수촌로 98, 2층 (반여동, 경산빌딩)",129.1195202,35.2024093
가인의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 767-1, 1102호(원광메디컬센터) (부전동)",129.0556427,35.1580254
가족사랑 요양병원,요양병원,부산,210004,부산진구,"부산광역시 부산진구 새싹로 286, 4~9층 (초읍동)",129.0473059,35.1816671
가지런이치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 중앙대로 1131, 6층 (연산동)",129.0806844,35.1885386
가촌한의원,한의원,부산,210003,부산동래구,"부산광역시 동래구 명륜로 189-2, 2층 (명륜동)",129.0824928,35.210804
감동비뇨의학과의원,의원,부산,210013,부산연제구,"부산광역시 연제구 고분로 2, (연산동, 5층 일부)",129.082495,35.1857733
감동치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 당감로 26, 부산진신용협동조합 3층 (당감동)",129.0397258,35.1638942
감동호내과의원,의원,부산,210008,부산중구,"부산광역시 중구 흑교로 18, (부평동2가)",129.025303,35.1011276
감천의원,의원,부산,210010,부산사하구,"부산광역시 사하구 옥천로 37, (감천동)",129.0065099,35.0908178
"갑내과,산부인과의원",의원,부산,210004,부산진구,"부산광역시 부산진구 서면문화로 2, (부전동)",129.0580189,35.1579975
갑산한의원,한의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 570, 3층 (광안동)",129.1131005,35.1565465
강기상내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 복지로 61, (개금동)",129.0207464,35.1474388
강기영가정의학과의원,의원,부산,210010,부산사하구,"부산광역시 사하구 다대낙조2길 100, 309,310호 (다대동, 롯데캐슬몰운대아파트주상가)",128.9654456,35.0566344
강남고운의원,의원,부산,210007,부산영도구,"부산광역시 영도구 태종로 93, (대교동2가, 대광빌딩 6층,7층)",129.0412541,35.0918398
강남더블유의원,의원,부산,210004,부산진구,"부산광역시 부산진구 새싹로 19, 13층, 14층 일부 (부전동)",129.0573082,35.159495
강남미르비뇨기과의원,의원,부산,210011,부산금정구,"부산광역시 금정구 구서로 2, 3층 (구서동)",129.0907893,35.2468125
강남미의원,의원,부산,210010,부산사하구,"부산광역시 사하구 다대로429번길 5, 602호 (다대동)",128.9803104,35.0643521
강남비뇨기과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 금강공원로 20, (온천동)",129.0822784,35.2188955
강남비뇨기과의원,의원,부산,210001,부산남구,"부산광역시 남구 수영로 31, (문현동)",129.0712928,35.1372601
강남비뇨기과의원,의원,부산,210100,부산기장군,"부산광역시 기장군 기장읍 읍내로 116, 메디컬센터 5층",129.2170665,35.2449069
강남비뇨의학과의원,의원,부산,210015,부산사상구,"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 12층 (괘법동)",128.9847721,35.1625689
강남비뇨의학과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 785, (부전동)",129.0574677,35.1581247
강남성모치과의원,치과의원,부산,210008,부산중구,"부산광역시 중구 구덕로 5, 8,9층 (남포동1가)",129.0349785,35.097574
강남에스(S)의원,의원,부산,210005,부산북구,"부산광역시 북구 화명대로 42, 2층 (화명동, 우리메디컬센터)",129.0126896,35.2344122
강남의원,의원,부산,210010,부산사하구,"부산광역시 사하구 하신중앙로 46, (장림동)",128.965195,35.0830734
강남의원,의원,부산,210007,부산영도구,"부산광역시 영도구 꿈나무길 183, (영선동2가)",129.044025,35.087724
강남의원,의원,부산,210002,부산동구,"부산광역시 동구 고관로 119, 2층3층 (수정동)",129.0468218,35.1292969
강남의원,의원,부산,210011,부산금정구,"부산광역시 금정구 서동로 166-1, 2,3층 (서동)",129.1046504,35.2145195
강남의원,의원,부산,210004,부산진구,"부산광역시 부산진구 전포대로200번길 27, (전포동)",129.0671035,35.1546646
강남의원,의원,부산,210013,부산연제구,"부산광역시 연제구 연수로 224, (연산동)",129.0951308,35.173345
강남제신경과의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 697, 5층 (수영동)",129.1157246,35.1678201
강남한의원,한의원,부산,210014,부산수영구,"부산광역시 수영구 수영로725번길 32, (수영동)",129.1170954,35.1688542
강내과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 대천로103번길 61, 상가동 309-1호 (좌동, 엘지아파트)",129.1736239,35.1811467
강내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 서면로 73, (부전동)",129.0575184,35.1572477
강내과의원·서강약손한의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 202호 (중동)",129.1682073,35.165667
강대훈치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 당감로 61, (당감동)",129.0386364,35.1671121
강덕한의원,한의원,부산,210001,부산남구,"부산광역시 남구 전포대로 98, (문현동)",129.0670641,35.1454728
강동미소치과의원,치과의원,부산,210010,부산사하구,"부산광역시 사하구 다대로 145, 지하2층 (신평동, 강동병원)",128.9782847,35.0896572
강동병원,병원,부산,210010,부산사하구,"부산광역시 사하구 다대로 145, (신평동)",128.9782847,35.0896572
강동섭소아청소년과의원,의원,부산,210001,부산남구,"부산광역시 남구 수영로 37, (문현동)",129.0721428,35.1371189
강동치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 과정로 274, (연산동, 3층 일부)",129.097438,35.1881505
강림요양병원,요양병원,부산,210015,부산사상구,"부산광역시 사상구 낙동대로 792, (엄궁동)",128.9728208,35.1312796
강문정 산부인과의원,의원,부산,210013,부산연제구,"부산광역시 연제구 아시아드대로 79, 6층 일부호 (거제동)",129.0669549,35.1915766
강민기신경외과의원,의원,부산,210007,부산영도구,"부산광역시 영도구 태종로 102, 7층 (대교동2가, 현전빌딩)",129.0419502,35.0911632
강병구정신건강의학과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 충렬대로 132, (온천동)",129.0746888,35.2055637
강보승이비인후과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 구남로29번길 26, (중동)",129.1619558,35.1622657
강산들정형외과의원,의원,부산,210013,부산연제구,"부산광역시 연제구 중앙천로 94, 스타메디컬 2,3층 (연산동)",129.078682,35.1817521
강산치과의원,치과의원,부산,210005,부산북구,"부산광역시 북구 금곡대로 287, (화명동)",129.0133222,35.2341977
강샘온가족의원,의원,부산,210011,부산금정구,"부산광역시 금정구 금강로 376, 2층 (장전동)",129.0865978,35.2414978
강서연합의원,의원,부산,210012,부산강서구,"부산광역시 강서구 대저로 266, (대저1동)",128.9813337,35.2129765
강서하늘치과의원,치과의원,부산,210012,부산강서구,"부산광역시 강서구 공항로811번가길 56, 2층 (대저2동)",128.9571317,35.1773676
강선영산부인과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 충렬대로 239, 301호 (수안동, 수안메디칼)",129.0856419,35.2016571
강선우내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 501,503호 (개금동)",129.0215342,35.1535618
강수연의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영성로 27, (수영동)",129.1168551,35.1701454
강순옥성형외과의원,의원,부산,210014,부산수영구,"부산광역시 수영구 연수로 423, (수영동)",129.1151217,35.1678505
강영미산부인과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 해운대로 407, 302호 (우동, 신세계프라자)",129.1406828,35.1678259
강윤호한의원,한의원,부산,210007,부산영도구,"부산광역시 영도구 태종로 319, (청학동)",129.0608277,35.0968102
강정신건강의학과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 양운로 82, 801호 (좌동, 화인크리닉)",129.1755732,35.1704651
강정신건강의학과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 동평로 422, 6층 (양정동)",129.070642,35.1728712
강지윤안과의원,의원,부산,210013,부산연제구,"부산광역시 연제구 과정로 111, 2층 (연산동)",129.1068618,35.181385
강진경내과의원,의원,부산,210006,부산서구,"부산광역시 서구 대티로 181-1, (서대신동3가)",129.0121481,35.1114735
강창일내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 복지로 61, (개금동)",129.0207464,35.1474388
강철민한의원,한의원,부산,210015,부산사상구,"부산광역시 사상구 운산로 47-1, (덕포동)",128.9817635,35.1680607
강철신경외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 새싹로 10-1, 2층 (부전동)",129.0583766,35.1590602
강철중정신건강의학과의원,의원,부산,210006,부산서구,"부산광역시 서구 구덕로 109, 15동 11층 1101호 (충무동1가)",129.0241404,35.0961904
강치과의원,치과의원,부산,210006,부산서구,"부산광역시 서구 구덕로 115, (충무동1가)",129.023519,35.0963483
강치과의원,치과의원,부산,210006,부산서구,"부산광역시 서구 구덕로 296, 2층 (동대신동2가)",129.0179685,35.110465
강치과의원,치과의원,부산,210008,부산중구,"부산광역시 중구 대청로 80, (대청동3가)",129.0285778,35.1027847
강치과의원,치과의원,부산,210015,부산사상구,"부산광역시 사상구 대동로 102, (학장동)",128.9790568,35.1385307
강치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 신반송로 207, (반송동)",129.15741,35.2304351
강치과의원,치과의원,부산,210003,부산동래구,"부산광역시 동래구 온천장로 123, (온천동)",129.0847911,35.2216143
강치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 중앙대로 712, 7층 (부전동)",129.0594857,35.1562601
강필비뇨의학과의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 669, 신세계메디컬센터 7층 (광안동)",129.1145154,35.1655671
강한의원,한의원,부산,210015,부산사상구,"부산광역시 사상구 가야대로282번길 8, 2층 (주례동)",129.0027587,35.1499402
강한정형외과의원,의원,부산,210001,부산남구,"부산광역시 남구 석포로 74, 3~7층 (대연동)",129.088528,35.1243282
강혜성치과의원,치과의원,부산,210002,부산동구,"부산광역시 동구 진성로 12, (수정동)",129.048351,35.129919
개구쟁이치과의원,치과의원,부산,210010,부산사하구,"부산광역시 사하구 사하로 200, 5층 502호 (괴정동)",128.9937065,35.0995799
개금길요양병원,요양병원,부산,210004,부산진구,"부산광역시 부산진구 백양대로 252, 1~7층 (개금동)",129.02322,35.1563937
개금다나아내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 414, 성문학원 2층 (개금동)",129.0177482,35.1519957
개금마취통증의학과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 450, 상가동 108,109,110호 (개금동, 개금역금강펜테리움더스퀘어아파트)",129.0209135,35.1525104
개금박내과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 482, 2,3층 (개금동)",129.0246981,35.1528789
개금신세계소아청소년과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 복지로 61, (개금동)",129.0207464,35.1474388
개금진치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 5층 (개금동)",129.0215342,35.1535618
개금진한방병원,한방병원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 451, 개금메디칼빌딩 3층 (개금동)",129.0215342,35.1535618
개금최치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 472, 보문빌딩 2층 (개금동)",129.0236035,35.1529246
개금토토어린이치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 가야대로 451, 5층(개금메디칼빌딩) (개금동)",129.0215342,35.1535618
개금한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 엄광로 29, (개금동)",129.0193987,35.1483179
개나리소아청소년과병원,병원,부산,210012,부산강서구,"부산광역시 강서구 명지국제8로 269, 유당빌딩 4~5층 (명지동)",128.92243,35.0981159
갤러리안과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 사직북로 6, 3층 (사직동)",129.0609901,35.1965299
갤러리치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 새싹로 22-1, 라이프빌리지 4층 (부전동)",129.0576686,35.1599048
갤럭시성형외과의원,의원,부산,210004,부산진구,"부산광역시 부산진구 부전로66번길 32, 2~3층 (부전동)",129.0563964,35.1557375
거림한의원,한의원,부산,210003,부산동래구,"부산광역시 동래구 온천장로125번길 49, (온천동)",129.0829244,35.2233854
거북이한의원,한의원,부산,210011,부산금정구,"부산광역시 금정구 장전온천천로 65-2, 2층 (장전동)",129.0888093,35.2308607
거인병원,병원,부산,210003,부산동래구,"부산광역시 동래구 여고로 12, 거인병원 지하1,지상2~10층 (사직동)",129.0653569,35.1946237
거제새힘한의원,한의원,부산,210013,부산연제구,"부산광역시 연제구 거제천로 82, 상가동 2층 206호 (연산동)",129.0733082,35.1814708
거제치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 아시아드대로 60, 2층 (거제동, 상신빌딩)",129.0679777,35.190005
거제한의원,한의원,부산,210013,부산연제구,"부산광역시 연제구 해맞이로 85, 2층 (거제동)",129.06887,35.1819334
건강내과의원,의원,부산,210010,부산사하구,"부산광역시 사하구 동매로 167, 2층 (당리동)",128.9761773,35.1015136
건강드림가정의학과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 선수촌로 66, 2층 일부호 (반여동)",129.1191803,35.1993895
건강드림내과의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 690-5, 11층 (광안동)",129.1158494,35.1670367
건강만세365병원,병원,부산,210008,부산중구,"부산광역시 중구 대청로 105, 건강만세365병원 -1,1~9층 (대청동2가)",129.0313991,35.1031753
건강을지키는우리의원,의원,부산,210002,부산동구,"부산광역시 동구 초량로 33, 2층 (초량동)",129.0386581,35.1201383
건강플러스의원,의원,부산,210004,부산진구,"부산광역시 부산진구 당감서로 15, 2층 (당감동)",129.0361135,35.1622314
건강한길내과의원,의원,부산,210005,부산북구,"부산광역시 북구 만덕대로 24, 국민은행 덕천동지점 6층 (덕천동)",129.007765,35.2104608
건강한내과의원,의원,부산,210007,부산영도구,"부산광역시 영도구 동삼로 64, 5층 (동삼동)",129.0706151,35.0791786
건강한내과의원,의원,부산,210002,부산동구,"부산광역시 동구 조방로 45, 3층 (범일동)",129.0602838,35.140499
건강한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 서전로58번길 110, 1,2,4층 (전포동)",129.0660384,35.1528807
건강한장내과의원,의원,부산,210009,부산해운대구,"부산광역시 해운대구 아랫반송로 17, 4~5층 (반송동)",129.1481461,35.2255377
건강한재활의학과의원,의원,부산,210003,부산동래구,"부산광역시 동래구 온천장로 123-1, 4층 (온천동, 드림메디컬)",129.084789,35.2217307
건강한정치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 동평로 404, 3층 (양정동)",129.0689936,35.1737793
건담한의원,한의원,부산,210004,부산진구,"부산광역시 부산진구 서면문화로 7, 3층 (부전동)",129.0574754,35.1583658
건민부부한의원,한의원,부산,210006,부산서구,"부산광역시 서구 대영로45번길 56, 2층 (서대신동2가)",129.0153034,35.111915
건보한의원,한의원,부산,210001,부산남구,"부산광역시 남구 못골로 54, (대연동)",129.0881628,35.1357593
건치과의원,치과의원,부산,210004,부산진구,"부산광역시 부산진구 가야공원로 44, (가야동)",129.0298178,35.1495801
건치과의원,치과의원,부산,210013,부산연제구,"부산광역시 연제구 고분로 35-1, 1층, 2층 (연산동)",129.0864135,35.1858004
걷자의원,의원,부산,210014,부산수영구,"부산광역시 수영구 수영로 729, 3층 (수영동)",129.1189969,35.1687132
결치과의원,치과의원,부산,210009,부산해운대구,"부산광역시 해운대구 중동1로 25-2, 2층 (중동)",129.1625952,35.1629832
경대 한의원,한의원,부산,210014,부산수영구,"부산광역시 수영구 연수로416번길 2, (광안동)",129.114097,35.167888
경덕한의원,한의원,부산,210008,부산중구,"부산광역시 중구 샘길 1, (동광동5가)",129.0329141,35.1069451
경동정형외과의원,의원,부산,210100,부산기장군,"부산광역시 기장군 기장읍 읍내로 116, 메디컬센터 2,3층",129.2170665,35.2449069
경동한의원,한의원,부산,210009,부산해운대구,"부산광역시 해운대구 좌동순환로 503, (중동, 웰비치상가)",129.1683851,35.1653969
